"column_name","sample_id","portion_id","analyte_id","aliquot_id"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_additional_studies_additional_study_project_code","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_bcr_aliquot_barcode","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_bcr_aliquot_uuid","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_biospecimen_barcode_bottom","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_center_id","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_concentration","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_day_of_shipment","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_is_derived_from_ffpe","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_month_of_shipment","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_plate_column","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_plate_id","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_plate_row","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_quantity","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_source_center","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_volume","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot-2_year_of_shipment","2","2","1","2"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_additional_studies_additional_study_disease_code","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_additional_studies_additional_study_project_code","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_bcr_aliquot_barcode","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_bcr_aliquot_uuid","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_biospecimen_barcode_bottom","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_center_id","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_concentration","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_day_of_shipment","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_is_derived_from_ffpe","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_month_of_shipment","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_plate_column","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_plate_id","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_plate_row","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_quantity","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_source_center","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_volume","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_aliquots_aliquot_year_of_shipment","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_amount","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_analyte_type","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_analyte_type_id","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_bcr_analyte_barcode","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_bcr_analyte_uuid","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_concentration","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_dna_normal_tumor_genotype_match","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_dna_pcr_amplification_successful","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_gel_image_file","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_is_derived_from_ffpe","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_protocols_protocol_experimental_protocol_type","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_rna_ratio_28s_18s","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_rna_rinvalue","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_spectrophotometer_method","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_analytes_analyte_subportion_sequence","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_bcr_portion_barcode","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_bcr_portion_uuid","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_day_of_creation","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_is_ffpe","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_month_of_creation","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_portion_number","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_portion_sequence","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_bcr_slide_barcode","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_bcr_slide_uuid","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_image_file_name","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_is_derived_from_ffpe","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_percent_lymphocyte_infiltration","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_percent_monocyte_infiltration","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_percent_necrosis","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_percent_neutrophil_infiltration","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_percent_normal_cells","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_percent_stromal_cells","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_percent_tumor_cells","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_percent_tumor_nuclei","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide-2_section_location","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_bcr_slide_barcode","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_bcr_slide_uuid","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_image_file_name","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_is_derived_from_ffpe","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_percent_lymphocyte_infiltration","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_percent_monocyte_infiltration","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_percent_necrosis","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_percent_neutrophil_infiltration","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_percent_normal_cells","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_percent_stromal_cells","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_percent_tumor_cells","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_percent_tumor_nuclei","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_slides_slide_section_location","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_weight","2","2","1","1"
"patient_samples_sample-2_portions_portion-2_year_of_creation","2","2","1","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_a260_a280_ratio","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_additional_studies_additional_study_disease_code","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_additional_studies_additional_study_project_code","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_bcr_aliquot_barcode","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_bcr_aliquot_uuid","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_bcr_biospecimen_canonical_reasons_bcr_canonical_reason","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_biospecimen_barcode_bottom","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_center_id","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_concentration","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_day_of_shipment","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_is_derived_from_ffpe","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_month_of_shipment","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_plate_column","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_plate_id","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_plate_row","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_quantity","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_source_center","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_volume","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-2_year_of_shipment","2","1","2","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_bcr_aliquot_barcode","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_bcr_aliquot_uuid","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_biospecimen_barcode_bottom","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_center_id","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_concentration","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_day_of_shipment","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_is_derived_from_ffpe","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_month_of_shipment","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_plate_column","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_plate_id","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_plate_row","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_quantity","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_source_center","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_volume","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot-3_year_of_shipment","2","1","2","3"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_additional_studies_additional_study_disease_code","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_additional_studies_additional_study_project_code","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_amount","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_bcr_aliquot_barcode","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_bcr_aliquot_uuid","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_bcr_biospecimen_canonical_reasons_bcr_canonical_reason","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_biospecimen_barcode_bottom","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_center_id","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_concentration","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_day_of_shipment","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_is_derived_from_ffpe","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_month_of_shipment","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_plate_column","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_plate_id","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_plate_row","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_quantity","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_source_center","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_volume","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_aliquots_aliquot_year_of_shipment","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_amount","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_analyte_type","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_analyte_type_id","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_bcr_analyte_barcode","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_bcr_analyte_uuid","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_concentration","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_dna_normal_tumor_genotype_match","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_dna_pcr_amplification_successful","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_gel_image_file","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_is_derived_from_ffpe","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_protocols_protocol_experimental_protocol_type","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_rna_ratio_28s_18s","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_rna_rinvalue","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_spectrophotometer_method","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-2_subportion_sequence","2","1","2","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_bcr_aliquot_barcode","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_bcr_aliquot_uuid","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_biospecimen_barcode_bottom","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_center_id","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_concentration","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_day_of_shipment","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_is_derived_from_ffpe","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_month_of_shipment","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_plate_column","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_plate_id","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_plate_row","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_quantity","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_source_center","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_volume","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot-2_year_of_shipment","2","1","3","2"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_bcr_aliquot_barcode","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_bcr_aliquot_uuid","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_biospecimen_barcode_bottom","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_center_id","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_concentration","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_day_of_shipment","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_is_derived_from_ffpe","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_month_of_shipment","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_plate_column","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_plate_id","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_plate_row","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_quantity","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_source_center","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_volume","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_aliquots_aliquot_year_of_shipment","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_analyte_type","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_analyte_type_id","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_bcr_analyte_barcode","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_bcr_analyte_uuid","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_dna_normal_tumor_genotype_match","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_dna_pcr_amplification_successful","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_gel_image_file","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_is_derived_from_ffpe","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_protocols_protocol_experimental_protocol_type","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte-3_subportion_sequence","2","1","3","1"
"patient_samples_sample-2_portions_portion_analytes_analyte_a260_a280_ratio","2","1","1","1"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_additional_studies_additional_study_disease_code","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_additional_studies_additional_study_project_code","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_amount","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_bcr_aliquot_barcode","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_bcr_aliquot_uuid","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_bcr_biospecimen_canonical_reasons_bcr_canonical_reason","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_biospecimen_barcode_bottom","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_center_id","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_concentration","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_day_of_shipment","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_is_derived_from_ffpe","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_month_of_shipment","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_plate_column","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_plate_id","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_plate_row","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_quantity","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_source_center","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_volume","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-2_year_of_shipment","2","1","1","2"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-3_additional_studies_additional_study_disease_code","2","1","1","3"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-3_additional_studies_additional_study_project_code","2","1","1","3"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-3_amount","2","1","1","3"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-3_bcr_aliquot_barcode","2","1","1","3"
"patient_samples_sample-2_portions_portion_analytes_analyte_aliquots_aliquot-3_bcr_aliquot_uuid","2","1","1","3"
